Nome,Jogadores_Range,Melhor_em_dados,No. Jogadores,Categoria,Categoria_Display,Image,BGG,Ludopedia,Regras,BiriDeck,BiriDeck_Display,BD_Adaptação,Magana,Conta_Notas,Dummy1,Dummy2,Dummy3,Dummy4,Dummy5,Dummy6,Dummy7,Dummy8,Dummy9,Dummy10,Media,Emoji_Media,Subtitulo,Alex,Bia,Ênyo,Fel,Júlio,Leo,Narumi,Torselli,Nome Alt,Fabrício,Resumo_Vaza,Com Resumo,Jorge O.,Mecânicas Secundárias,Resumo_Outros,Aline,Alison,Bruno Menezes,Daniel,Diego,Fernando,Gustavo,Ju Palmares,Kennedy,Luís Francisco,Marco Portugal,Paty,Paulo,Renato,Thom Bellotto,Zanferrari,Amábili,André,Arthur,BH,Bruno Carvalho,Bruno Feitosa,Bruno Fernandes,Bruno Sia,Flávio,Ítalo,Jorge F.,Luís Tanaka,Mauro,Nan Te,Perdomo,Studart,Targino,Thom Cunha,BD_Informação,Walter,Breno Carvalho,Carla,Eurico,Fernanda,Marcelo Lee,Matias,Mauricio I.,Otávio,Pablo,Riva,BD_PlayerAid,Resumo_Climbing,Lucas,BD_PA_Img,Pagat
Elements Tricks,3 - 4 jogadores,,"3, 4",Vaza,  Vaza,https://cf.geekdo-images.com/t_BbQ1lMoS1cWhRGaGi13g__imagepage/img/Mf52Is1CWTitJJeTSClnzIWy4zk=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8630264.jpg,https://boardgamegeek.com/boardgame/436447/elements-tricks,,https://drive.google.com/file/d/13D1zX972M7lxVvLShsG9E7shmZrGlAiP/view?usp=drive_link,,,,1,2,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,4090909091",👍🏻,"3 - 4 jogadores, 👍🏻 (2) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
Surfosaurus MAX,2 - 6 jogadores,3,"2, 3, 4, 5, 6",Outros,  Outros,https://cf.geekdo-images.com/_oIGFfPMAa0gHWNy7kJp7g__imagepage/img/q4k66lvx_1Ql4I-Cxd087S7BwGs=/fit-in/900x600/filters:no_upscale():strip_icc()/pic7618281.jpg,https://boardgamegeek.com/boardgame/394887/surfosaurus-max,https://ludopedia.com.br/jogo/surfosaurus-max,https://drive.google.com/file/d/1M6wSlYf5zZBctuHFzudSlQl-sg7MDlPe/view?usp=drive_link,"{CB}
- {Az} {Pt} {Lj} {Vd} {Am} {Rs} {Cn} : **[1-12]**
- **cubos pretos** x 6 --> ponto inteiro
- **cubos brancos** x 6 --> meio ponto","<span style=""hyphens:none"">

#### Composição do Baralho
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/A_gkyn8t.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/B_cqtswz.png"" style=""height:23px; width:23px; display: inline;"">
 <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/C_ht4wkl.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/D_hosby3.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/E_hepvta.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/F_frtt11.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/G_bjahqf.png"" style=""height:23px; width:23px; display: inline;""> : **[1-12]**
- **cubos pretos** x 6 --> ponto inteiro
- **cubos brancos** x 6 --> meio ponto",✅✅✅,,4,,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5833333333",👍🏻,"2 - 6 jogadores, 👍🏻 (4) - ✅✅✅",,,,,,,,2,,,,,,,,4,,,3,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"### Player Aid

Pontuação das Cartas: 
- 1, 2 --> 12 pontos
- 3, 4 --> 10 pontos
- 5, 6 --> 8 pontos
- 7, 8 --> 6 pontos
- 9, 10 --> 4 pontos
- 11, 12 --> 2 pontos
",,,,
Snail Antennae,3 - 5 jogadores,,"3, 4, 5",Vaza,  Vaza,https://cf.geekdo-images.com/4jlu53giOvwwE2FYIq6MRg__imagepage/img/7-7scGPzeHcqF_fTj853EX74uLY=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8559682.png,https://boardgamegeek.com/boardgame/433584/snail-antennae,https://ludopedia.com.br/jogo/snail-antennae,https://drive.google.com/file/d/1zStTNT_t5eDmTSTbm9sjBLttfn-ADkDp/view?usp=drive_link,,,,,2,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5909090909",👍🏻,"3 - 5 jogadores, 👍🏻 (2) - ",,,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flip 7,3 - 8 jogadores,"5, 6","3, 4, 5, 6, 7, 8",Outros,  Outros,https://cf.geekdo-images.com/V6xT0rYuJcgwnsT0AoB_EQ__imagepage/img/0SWEbt02ILI5NiK73bTNHscvopk=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8172354.jpg,https://boardgamegeek.com/boardgame/420087/flip-7,https://ludopedia.com.br/jogo/flip-7,https://drive.google.com/file/d/1qmBhaw0IaYgi_sXdVhL6upd8W56hsGyy/view?usp=drive_link,,,,,7,,,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,8214285714",⭐,"3 - 8 jogadores, ⭐ (7) - ",5,,3,,,,,3,,,,,,,,,2,,,,,3,,,,3,,,,3,,,,3,,,,,,,,,,,2,,,,,,,,4,,,,,,,,,,,,,
Instinct,3 - 6 jogadores,6,"3, 4, 5, 6",Vaza,  Vaza,https://cf.geekdo-images.com/e2zIGG6QgXLUhs_8wMO1jQ__imagepage/img/HRdMAPP29ly7ybzOYldcswHXM1c=/fit-in/900x600/filters:no_upscale():strip_icc()/pic73250.jpg,https://boardgamegeek.com/boardgame/2989/instinct,https://ludopedia.com.br/jogo/instinct,https://drive.google.com/file/d/1PqZM6QP2hjFbq7JXcfK0-EcvJaI1edff/view?usp=drive_link,,,,,0,,,,,,,,,,,,,"3 - 6 jogadores,  (0) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahrazad,1 - 2 jogadores,1,"1, 2",Outros,  Outros,https://cf.geekdo-images.com/IjCvOSAGuBrs82LM0Gs3OQ__imagepage/img/7VK_t5LeW7G59QiWiA8oEplohPc=/fit-in/900x600/filters:no_upscale():strip_icc()/pic3416725.jpg,https://boardgamegeek.com/boardgame/186767/shahrazad ,https://ludopedia.com.br/jogo/shahrazad,https://drive.google.com/file/d/1HnpJ0NsOZ35eucuAgIT8gxFckxdBLdOA/view?usp=drive_link,,,,,0,,,,,,,,,,,,,"1 - 2 jogadores,  (0) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 Forces,3 - 4 jogadores,3,"3, 4",Vaza,  Vaza,https://cf.geekdo-images.com/uD3-WpAozfQ4HJl6dac0xg__imagepage/img/HnUiQ1GJiSvWKKi9leZlIxbLP-E=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8562861.jpg,https://boardgamegeek.com/boardgame/430995/6-forces,https://ludopedia.com.br/jogo/6-forces,https://drive.google.com/file/d/1Kz0levAwW1yaqYtusUq_R1IwEUG2Wo8O/view?usp=drive_link,,,,5,3,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,7916666667",⭐,"3 - 4 jogadores, ⭐ (3) - ",,,,,3,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haricots,3 - 5 jogadores,3,"3, 4, 5",Climbing,  Climbing,https://cf.geekdo-images.com/AgefeGVLyuT_e37OQzRjjA__imagepage/img/NXesy-CBWa8iHJX_78NBjfwHSiM=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8532193.png,https://boardgamegeek.com/boardgame/422595/haricots,https://ludopedia.com.br/jogo/haricots,https://drive.google.com/file/d/1Kz0levAwW1yaqYtusUq_R1IwEUG2Wo8O/view?usp=drive_link,,,,,3,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,375",👍🏻,"3 - 5 jogadores, 👍🏻 (3) - ",2,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bid3,3 jogadores,3,3,Vaza,  Vaza,https://cf.geekdo-images.com/esxuvsQ8zSLsCGYtQw3JPg__imagepage/img/N7A-fXCbXTll_v4MWZiB2WmGnpY=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8230049.jpg,https://boardgamegeek.com/boardgame/422035/bid3,https://ludopedia.com.br/jogo/bid3,https://drive.google.com/file/d/1vYCBFp5y5CDTKs2y8ot3adl-a-yM2T6d/view?usp=drive_link,,,,,3,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,4583333333",👍🏻,"3 jogadores, 👍🏻 (3) - ",,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Agency,4 jogadores,4,4,Vaza,  Vaza,https://cf.geekdo-images.com/lEpnSAz2lzS0si3mAdQfWg__imagepage/img/KzyF93BcwcTOA8Ln6rPqk6hUPug=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8482938.png,https://boardgamegeek.com/boardgame/430857/agency,https://ludopedia.com.br/jogo/agency,https://drive.google.com/file/d/1ND3wdujYNOX7SVOlcVUG6u5WQaOFCe0C/view?usp=drive_link,,,,,0,,,,,,,,,,,,,"4 jogadores,  (0) - ",,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gachapon Trick,2 - 4 jogadores,4,"2, 3, 4",Vaza,  Vaza,https://cf.geekdo-images.com/aa9SVLg5fGy8dLrdYs-zLA__imagepage/img/POcnOCqD5lBIqHDn8_vJ63dafRU=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8482944.png,https://boardgamegeek.com/boardgame/430856/gachapon-trick,https://ludopedia.com.br/jogo/gachapon-trick,https://drive.google.com/file/d/1ak5d6JcR7r50jFAiBlsTsqgfHdxxAr5U/view?usp=drive_link,,,,,2,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,3181818182",👍🏻,"2 - 4 jogadores, 👍🏻 (2) - ",,,,,,,,1,,,,,,Set Collection,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greasy Spoon,2 jogadores,2,2,Climbing,  Climbing,https://cf.geekdo-images.com/XkM-yoLxgmmY0iyJFjZxaw__imagepage/img/J1MXTl_VBlrpznl9edP6LAg7dNU=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8497845.png,https://boardgamegeek.com/boardgame/386188/greasy-spoon,https://ludopedia.com.br/jogo/greasy-spoon,https://drive.google.com/file/d/1yqxp0pH64IR5VIJEZrJptSKJ1FLKlT7h/view?usp=drive_link,,,,,1,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5454545455",👍🏻,"2 jogadores, 👍🏻 (1) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lepidoptery,2 jogadores,2,2,Climbing,  Climbing,https://cf.geekdo-images.com/h9CDS5Elq9Xr4eb0jiTLvw__imagepage/img/3QrZj4wRiNMo9e2wWRWNbxWcnhU=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8496323.png,https://boardgamegeek.com/boardgame/422368/lepidoptery,https://ludopedia.com.br/jogo/lepidoptery,,,,,,1,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,6363636364",⭐,"2 jogadores, ⭐ (1) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amida Trick,,,,,  ,,,,,,,,,0,,,,,,,,,,,,,",  (0) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bannish,3 - 5 jogadores,"4, 5","3, 4, 5",Vaza,  Vaza,https://cf.geekdo-images.com/DKT0lW2WeEADAIFoyNSwpQ__imagepage/img/OLwZmAs3HsxD1tez9_oKA85DfPo=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8797166.jpg,https://boardgamegeek.com/boardgame/440394/bannish,,https://drive.google.com/file/d/1vncNJHweypruDvO8sFIabHzMfXG0LU5d/view?usp=drive_link,"{CB}
- {Az} {Bk} {Lj} {Vd} {Am} : **[1-6]** x 2
- **peão** --> jogador inicial","<span style=""hyphens:none"">

#### Composição do Baralho
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/A_gkyn8t.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/B_cqtswz.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/C_ht4wkl.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/D_hosby3.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/E_hepvta.png"" style=""height:23px; width:23px; display: inline;""> : **[1-6]** x 2
- **peão** --> jogador inicial",2️⃣ ✅✅✅,,1,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5454545455",👍🏻,"3 - 5 jogadores, 👍🏻 (1) - 2️⃣ ✅✅✅",,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"### Player Aid

Pontuação das Cartas: 
- 1 --> 6 pontos
- 2 --> 5 pontos
- 3 --> 4 pontos
- 4 --> 3 pontos
- 5 --> 2 pontos
- 6 --> 1 pontos
",,,,
Boys Love Trick Taking,,,,,  ,,,,,,,,,0,,,,,,,,,,,,,",  (0) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUBBLE GUM,2 jogadores,2,2,Vaza,  Vaza,https://cf.geekdo-images.com/CUEEZZCuXM217k8K255Q7A__imagepage/img/p8fME7ShbwMDBPRiQtEYXZaIJ9A=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8578440.png,https://boardgamegeek.com/boardgame/434246/bubble-gum,,https://drive.google.com/drive/folders/1W3Z8fsesV9vgD37acdspKkN7QDaUdFaF,,,,3,2,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5909090909",👍🏻,"2 jogadores, 👍🏻 (2) - ",,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Call of the Yeti,3 - 5 jogadores,,"3, 4, 5",Vaza,  Vaza,https://cf.geekdo-images.com/Cz6BCbV6Hyre2k8CXeSCVg__imagepage/img/bkCMzsr4yWlxnTvlXx39B_WXV2Y=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8585908.jpg,https://boardgamegeek.com/boardgame/434136/call-of-yeti,,https://drive.google.com/file/d/1t1QtXvhFYmmE3q3y0SXzKPBuESOKwcfs/view?usp=drive_link,,,,,5,,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,3076923077",👍🏻,"3 - 5 jogadores, 👍🏻 (5) - ",,,,,2,,,1,,,,,,,,,,,2,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cosmos,3 - 6 jogadores,,"3, 4, 5, 6",Vaza,  Vaza,https://cf.geekdo-images.com/23d1XQInWh4EJ6ljnzxtmg__imagepage/img/M2F9urLBX-cUqu_tvHJplbcqIx8=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8630269.jpg,https://boardgamegeek.com/boardgame/434289/cosmos,,https://drive.google.com/file/d/1mKGKEFyrzUjnsVCZXTFyLVqSSMaNkDnB/view?usp=drive_link,,,,,0,,,,,,,,,,,,,"3 - 6 jogadores,  (0) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Travel Together,2 jogadores,2,2,Vaza,  Vaza,https://cf.geekdo-images.com/jxSwTruPWPqygcZu5ipRXw__imagepage/img/t10bpVZ-dgDqcbJHw6VI4RBGM-8=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8794109.png,https://boardgamegeek.com/boardgame/442510/ji-ritian-tsuteshi-jian-lu-xing-time-travel-togeth,,https://drive.google.com/file/d/1EOcoMmRC6ELUfWfrFDJEOZthioivvqO-/view?usp=drive_link,,,,,0,,,,,,,,,,,,,"2 jogadores,  (0) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deep Sea Mines,3 - 5 jogadores,,"3, 4, 5",Vaza,  Vaza,https://cf.geekdo-images.com/SUzaZTbQee1iPF6G65Jv6w__imagepage/img/V9xXru7K4GMi0zhJdONaoS_nHO4=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8564081.jpg,https://boardgamegeek.com/boardgame/433427/deep-sea-mines,,https://drive.google.com/file/d/1byoFVScNjWhca96gx7LAJmVN0CNX2UxU/view?usp=drive_link,,,,,3,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,2916666667",👍🏻,"3 - 5 jogadores, 👍🏻 (3) - ",,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOGS,2 - 4 jogadores,,"2, 3, 4",Vaza,  Vaza,https://cf.geekdo-images.com/8wUxA8x1zeW1SLyx2ECMRA__imagepage/img/Lp35XbxrGxq4zw4PCv0hbwMjvoQ=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8574416.jpg,https://boardgamegeek.com/boardgame/433967/dogs,,,,,,1,2,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,3181818182",👍🏻,"2 - 4 jogadores, 👍🏻 (2) - ",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fractal Tricks,2 jogadores,2,2,Vaza,  Vaza,https://cf.geekdo-images.com/zRZ8UJPTQgf1m7jd7Bh5eQ__imagepage/img/pV3qMwMZGRfqh0xn6O1aAN_IAKQ=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8564080.jpg,https://boardgamegeek.com/boardgame/433425/fractal-tricks-hurakutaru-toritsuku,,https://drive.google.com/file/d/1JrJhipuR2yIVcLil5WjcXCSBylOwVYNo/view?usp=drive_link,,,,,0,,,,,,,,,,,,,"2 jogadores,  (0) - ",,,,,,,,,フラクタル-トリック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEAR,2 - 5 jogadores,,"2, 3, 4, 5",Vaza,  Vaza,https://cf.geekdo-images.com/dt62r-bPdFh7K8Cnwl-gDg__imagepage/img/TbUchDGB-G5Up1w7P4LL1IjOheg=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8559182.jpg,https://boardgamegeek.com/boardgame/433463/gear,,https://drive.google.com/file/d/1rAjELJiUe6xp1kYCN0zVua3iun-xRlMH/view?usp=drive_link,,,,3,6,,,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5769230769",👍🏻,"2 - 5 jogadores, 👍🏻 (6) - ",,,,,2,,3,2,,3,,,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gou Out,2 - 4 jogadores,,"2, 3, 4",Shedding,  Shedding,https://cf.geekdo-images.com/lQAkHLsW5NjE2t3FNEZESQ__imagepage/img/D5Bu-AsoS4Zlvg47FRfxSlqyWYs=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8730541.jpg,https://boardgamegeek.com/boardgame/437739/ye-auto-gou-out,,,,,,,0,,,,,,,,,,,,,"2 - 4 jogadores,  (0) - ",,,,,,,,,業アウト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GyozaTaking,,,,,  ,https://cf.geekdo-images.com/C7l-zX8leDXX4vcjsxSOPw__imagepage/img/BiyMKJU0nacoB4QE3RJV3Aym_1E=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8886065.jpg,https://boardgamegeek.com/boardgame/437740/gyozataking,,https://drive.google.com/file/d/1MkQmZKIO8NYgoT0OVTiCGx3_JOIZ-hWr/view?usp=drive_link,,,,,0,,,,,,,,,,,,,",  (0) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kusoge Trick,3 - 5 jogadores,,"3, 4, 5",Vaza,  Vaza,https://cf.geekdo-images.com/n4XDcsZlbOoMWAIPG-Euxg__imagepage/img/HtVxaWi4Xd7EOwUX5sotZyV58Y4=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8886268.png,https://boardgamegeek.com/boardgame/446286/kusoge-trick,,https://drive.google.com/file/d/1K5sV_-lyRmADB36qjQnRlLERu9VuIW_i/view?usp=drive_link,,,,,1,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,4545454545",👍🏻,"3 - 5 jogadores, 👍🏻 (1) - ",,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Length,2 - 5 jogadores,,"2, 3, 4, 5",Shedding,  Shedding,https://cf.geekdo-images.com/YXOAWYEjpWCYFSKWr_q2-Q__imagepage/img/mYvXgIxxxTvSSMHqOYgQP7giDjs=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8844735.png,https://boardgamegeek.com/boardgame/444944/length,,https://drive.google.com/file/d/1Uds2fDgJYPamwiRwRXIeOEgbI_fQdKhE/view?usp=drive_link,,,,,0,,,,,,,,,,,,,"2 - 5 jogadores,  (0) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loud Rock Spa,3 - 4 jogadores,,"3, 4",Vaza,  Vaza,https://cf.geekdo-images.com/YPy0X-GLxdQ668228zuKcw__imagepage/img/uoTo3hh2fbbEwz7bHFsYl9xEXuw=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8604040.jpg,https://boardgamegeek.com/boardgame/434242/loud-rock-spa,,,,,,,0,,,,,,,,,,,,,"3 - 4 jogadores,  (0) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malumière,2 - 4 jogadores,,"2, 3, 4",Vaza,  Vaza,https://cf.geekdo-images.com/DW5ZFiAe0aLjg8-oVoK4gw__imagepage/img/7i7VVCNl7x_3rTpO0QeArJxdb6A=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8521008.png,https://boardgamegeek.com/boardgame/432278/malumiere,,https://drive.google.com/file/d/1I-QG3uJ00e6vzNUoYi48RBGN2e5GA0g_/view?usp=drive_link,,,,,0,,,,,,,,,,,,,"2 - 4 jogadores,  (0) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merchants of Goldfish,2 - 6 jogadores,,"2, 3, 4, 5, 6",Shedding,  Shedding,https://cf.geekdo-images.com/aVNbgqZAmlk93ynDlhmyyQ__imagepage/img/J5B_hAKXGK8_Q2sMAPgPGyhhTY4=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8521005.png,https://boardgamegeek.com/boardgame/432322/merchant-of-goldfish,,https://drive.google.com/file/d/14jIfbu_9ixh42pIIgCm4m93ZLtRwoLKz/view?usp=drive_link,,,,,1,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,4545454545",👍🏻,"2 - 6 jogadores, 👍🏻 (1) - ",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Game Using Bingo Cards Vol. 1,2 - 5 jogadores,,"2, 3, 4, 5",Vaza,  Vaza,https://cf.geekdo-images.com/ZWhpQSNeMe4ZKqE7jFrGnQ__imagepage/img/XX66bsjG7S8b_-5mi8Ck8XSgdoI=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8626767.jpg,https://boardgamegeek.com/boardgame/432080/bingokadowoshi-tsutaxin-shiigemu-a-new-game-using,,,,,,,0,,,,,,,,,,,,,"2 - 5 jogadores,  (0) - ",,,,,,,,,"
ビンゴカードを使った新しいゲーム",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October Turn,,,,,  ,,,,,,,,,0,,,,,,,,,,,,,",  (0) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OverMech: Battle Go Outs,2 - 6 jogadores,,"2, 3, 4, 5, 6",Climbing,  Climbing,https://cf.geekdo-images.com/L8eTKko1IV3ejckvkL1Rxw__imagepage/img/mQIT2gwHBu8lzeSIAqWymcque20=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8799376.jpg,https://boardgamegeek.com/boardgame/442763/overmech-battle-go-outs,,,,,,,0,,,,,,,,,,,,,"2 - 6 jogadores,  (0) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Over Million,3 - 5 jogadores,,"3, 4, 5",Shedding,  Shedding,https://cf.geekdo-images.com/-LppYNTEh4f196WcZJszFQ__imagepage/img/edFv--fS_6s_MTIckuysT1uELXc=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8730520.jpg,https://boardgamegeek.com/boardgame/437748/over-million,,,,,,,1,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,3636363636",👍🏻,"3 - 5 jogadores, 👍🏻 (1) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panic Taking,3 - 5 jogadores,,"3, 4, 5",Vaza,  Vaza,https://cf.geekdo-images.com/1K_jF6oO-Bxx49l2y0EAXw__imagepage/img/MPqAh7ZNfk0j0dvw5CNltVWnLp0=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8795646.jpg,https://boardgamegeek.com/boardgame/442642/panic-taking,,,,,,,0,,,,,,,,,,,,,"3 - 5 jogadores,  (0) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
